"proposed_use","status_date","permit_number","proposed_occupancy","data_loaded_at","description","primary_address_flag","revised_cost","street_name","supervisor_district","street_suffix","lot","filed_date","issued_date","plansets","block","application_submission_method","point_source","data_as_of","neighborhoods_analysis_boundaries","existing_occupancy","permit_type_definition","last_permit_activity_date","permit_type","permit_creation_date","zipcode","record_id","adu","estimated_cost","street_number","existing_use","location","status"
"apartments","2023-08-25T14:03:09.000","202308255297","R-2","2023-09-02T04:14:29.000","upgrade (e) fire alarm system to comply with sffc section 1103.7.6.1.","Y","24421","Oak","5","St","045","2023-08-25T11:19:39.000","2023-08-25T14:03:09.000","2","1219","in-house","parcel_centroid","2023-09-01T23:55:00.000","Haight Ashbury","R-2","otc alterations permit","2023-08-25T14:00:20.000","8","2023-08-25T11:19:39.000","94117","1676902445818","N","21100","1263","apartments","{""coordinates"":[-122.440048653,37.772513144],""type"":""Point""}","issued"
"retail sales","2023-08-25T11:04:33.000","202308255289","B,M,R-2","2023-09-02T04:14:29.000","abe- regrade (e) sidewalk & (e) entry landing alcove to align w/ tenant space's (e) finish floor, add (n) hi-low door actuator at entry, abe# 202211165268","Y","0","Divisadero","2","St","004","2023-08-25T11:04:33.000","","2","1049","in-house","parcel_centroid","2023-09-01T23:55:00.000","Pacific Heights","B,M,R-2","otc alterations permit","2023-08-25T16:14:21.000","8","2023-08-25T11:04:33.000","94115","1676897372901","N","18500","1849","retail sales","{""coordinates"":[-122.4404642,37.786606368],""type"":""Point""}","filed"
"retail sales","2023-08-25T11:04:33.000","202308255290","B,M,R-2","2023-09-02T04:14:29.000","abe- regrade (e) sidewalk to align w/(e) entry landing alcove, abe# 202106243030.","Y","0","Divisadero","2","St","004","2023-08-25T11:04:33.000","","2","1049","in-house","parcel_centroid","2023-09-01T23:55:00.000","Pacific Heights","B,M,R-2","otc alterations permit","2023-08-25T16:13:11.000","8","2023-08-25T11:04:33.000","94115","1676893273616","N","18750","1837","retail sales","{""coordinates"":[-122.4404642,37.786606368],""type"":""Point""}","filed"
"retail sales","2023-08-25T11:04:33.000","202308255288","B,M,R-2","2023-09-02T04:14:29.000","abe- technical infeasibility request, add (n) hi-low door actuator at entry, abe# 202106183029","Y","0","Divisadero","2","St","004","2023-08-25T11:04:33.000","","2","1049","in-house","parcel_centroid","2023-09-01T23:55:00.000","Pacific Heights","B,M,R-2","otc alterations permit","2023-08-25T16:12:28.000","8","2023-08-25T11:04:32.000","94115","1676894273617","N","18750","1839","retail sales","{""coordinates"":[-122.4404642,37.786606368],""type"":""Point""}","filed"
"2 family dwelling","2023-08-25T10:55:39.000","202308255282","R-3","2023-09-02T04:14:29.000","re-roofing: remove and replace roofing material / existing roofing material (in-kind)","Y","12500","40th","4","Av","020","2023-08-25T10:53:42.000","2023-08-25T10:55:39.000","0","2077","website","parcel_centroid","2023-09-01T23:55:00.000","Sunset/Parkside","R-3","otc alterations permit","2023-08-25T10:53:42.000","8","2023-08-25T10:53:42.000","94122","1676886124785","N","12500","1879","2 family dwelling","{""coordinates"":[-122.499199302,37.751786072],""type"":""Point""}","issued"
"apartments","2023-08-31T15:35:05.000","202308255276","R-2","2023-09-02T04:14:29.000","replace 1 sliding door at rear. non street visible. (e) vinyl to (n) wood comp. no change is size or location. max u-factor 0.30 or better.","Y","11194","26th","1","Av","051","2023-08-25T10:45:44.000","2023-08-31T15:35:05.000","0","1458","in-house","parcel_centroid","2023-09-01T23:55:00.000","Outer Richmond","R-2","otc alterations permit","2023-08-31T15:31:02.000","8","2023-08-25T10:45:44.000","94121","1676884288009","N","11194","427","apartments","{""coordinates"":[-122.486262988,37.781400803],""type"":""Point""}","issued"
"1 family dwelling","2023-08-31T15:35:56.000","202308255274","R-3","2023-09-02T04:14:29.000","replace 2 sliding doors at rear not visible to street.  (e) aluminium  to (n) wood clad. no change is size or location. max u-factor 0.30 or better.","Y","22831","Maywood","7","Dr","016","2023-08-25T10:45:44.000","2023-08-31T15:35:56.000","0","3040","in-house","parcel_centroid","2023-09-01T23:55:00.000","West of Twin Peaks","R-3","otc alterations permit","2023-08-31T15:26:50.000","8","2023-08-25T10:45:44.000","94127","1676877150700","N","22831","65","1 family dwelling","{""coordinates"":[-122.462083803,37.735069963],""type"":""Point""}","issued"
"1 family dwelling","2023-08-31T15:34:42.000","202308255275","R-3","2023-09-02T04:14:29.000","replace 1 window and 1 sliding door at rear. non-street visible. (e) aluminium  to (n) wood comp. no change is size or location. max u-factor 0.30 or better.","Y","14885","Bella Vista","7","Wy","024","2023-08-25T10:45:44.000","2023-08-31T15:34:42.000","0","3001","in-house","parcel_centroid","2023-09-01T23:55:00.000","West of Twin Peaks","R-3","otc alterations permit","2023-08-31T15:24:54.000","8","2023-08-25T10:45:44.000","94127","1676883149592","N","14885","481","1 family dwelling","{""coordinates"":[-122.451399835,37.73541533],""type"":""Point""}","issued"
"apartments","2023-08-25T12:38:36.000","202308255273","R-2","2023-09-02T04:14:29.000","upgrade (e) fire alarm system to comply w/ sffc sec 1103.7.6.1","Y","18000","Oak","5","St","029","2023-08-25T10:44:41.000","2023-08-25T12:38:36.000","2","1222","in-house","parcel_centroid","2023-09-01T23:55:00.000","Haight Ashbury","R-2","otc alterations permit","2023-08-25T12:36:15.000","8","2023-08-25T10:44:41.000","94117","1676878396832","N","18000","1541","apartments","{""coordinates"":[-122.444693753,37.771915889],""type"":""Point""}","issued"
"2 family dwelling","2023-08-31T14:31:52.000","202308255260","R-3","2023-09-02T04:14:29.000","replace 4 window at rear, non street visible and 1 entry door at rear. (e) aluminium  to (n) wood comp. no change in size and no rough opening changes and location. max u-factor 0.30 or better.","Y","24101","Utah","10","St","053","2023-08-25T10:22:33.000","2023-08-31T14:31:52.000","0","4264","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission","R-3","otc alterations permit","2023-08-31T14:24:31.000","8","2023-08-25T10:22:33.000","94110","1676869484181","N","24101","1340","2 family dwelling","{""coordinates"":[-122.405588104,37.752509819],""type"":""Point""}","issued"
"2 family dwelling","2023-08-31T14:31:37.000","202308255261","R-3","2023-09-02T04:14:29.000","replace 2 windows at rear non-street visible. (e) aluminium  to (n) wood comp. no change in size & no rough opening changes and location. max u-factor 0.30 or better.","Y","6796","20th","9","St","075","2023-08-25T10:22:34.000","2023-08-31T14:31:37.000","0","3597","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission","R-3","otc alterations permit","2023-08-31T14:28:55.000","8","2023-08-25T10:22:33.000","94110","1676872446575","N","6796","3622","2 family dwelling","{""coordinates"":[-122.421912578,37.758706669],""type"":""Point""}","issued"
"1 family dwelling","2023-08-25T10:22:33.000","202308255258","R-3","2023-09-02T04:14:29.000","replace 3 windows at rear non-street visible.  (e) aluminum with (n) wood comp. no change is size or location. max u-factor 0.30 or better.","Y","0","Edna","7","St","027","2023-08-25T10:22:33.000","","0","3156","in-house","parcel_centroid","2023-09-01T23:55:00.000","West of Twin Peaks","R-3","otc alterations permit","2023-08-25T10:21:31.000","8","2023-08-25T10:22:33.000","94112","1676867153976","N","11965","224","1 family dwelling","{""coordinates"":[-122.44628868,37.728681134],""type"":""Point""}","filed"
"1 family dwelling","2023-08-31T15:08:15.000","202308255259","R-3","2023-09-02T04:14:29.000","replace 1 window. non street visible. (e) aluminium to (n) wood comp. no change is size or location. max u-factor 0.30 or better.","Y","3230","Colby","9","St","028","2023-08-25T10:22:33.000","2023-08-31T15:08:15.000","0","6130","in-house","parcel_centroid","2023-09-01T23:55:00.000","Portola","R-3","otc alterations permit","2023-08-31T15:04:22.000","8","2023-08-25T10:22:33.000","94134","1676868196813","N","3230","743","1 family dwelling","{""coordinates"":[-122.410443382,37.721228872],""type"":""Point""}","issued"
"1 family dwelling","2023-08-31T15:09:02.000","202308255254","R-3","2023-09-02T04:14:29.000","replace 3 windows, 1 only street facing.  (e) aluminium  to (n) wood clad & wood comp. no change is size or location. max u-factor 0.30 or better.","Y","10876","Geneva","11","Av","015","2023-08-25T10:22:32.000","2023-08-31T15:09:02.000","0","6403","in-house","parcel_centroid","2023-09-01T23:55:00.000","Excelsior","R-3","otc alterations permit","2023-08-31T14:52:42.000","8","2023-08-25T10:22:32.000","94112","1676861202262","N","10876","1275","1 family dwelling","{""coordinates"":[-122.434737544,37.713887331],""type"":""Point""}","issued"
"1 family dwelling","2023-08-25T10:22:32.000","202308255256","R-3","2023-09-02T04:14:29.000","replace 3 doows, 1 entry door visible to street, 1 entry not visible, 1 sliding door at rear not street visible. (e) aluminium  to (n) wood clad. no change is size or location. max u-factor 0.30 or better.","Y","0","29th","4","Av","024","2023-08-25T10:22:32.000","","0","2021","in-house","parcel_centroid","2023-09-01T23:55:00.000","Sunset/Parkside","R-3","otc alterations permit","2023-08-25T13:18:10.000","8","2023-08-25T10:22:32.000","94122","1676863122217","N","20660","1766","1 family dwelling","{""coordinates"":[-122.486898673,37.75441114],""type"":""Point""}","filed"
"1 family dwelling","2023-08-31T14:39:39.000","202308255255","R-3","2023-09-02T04:14:29.000","replace 1 street facing window. (e) aluminium  to (n) wood alum clad. no change is size or location. max u-factor 0.30 or better.","Y","5003","Collins","2","St","007","2023-08-25T10:22:32.000","2023-08-31T14:39:39.000","0","1090","in-house","parcel_centroid","2023-09-01T23:55:00.000","Lone Mountain/USF","R-3","otc alterations permit","2023-08-31T14:27:05.000","8","2023-08-25T10:22:32.000","94118","167686289367","N","5003","259","1 family dwelling","{""coordinates"":[-122.450222818,37.7811944],""type"":""Point""}","issued"
"1 family dwelling","2023-08-25T10:22:33.000","202308255257","R-3","2023-09-02T04:14:29.000","replace 2 entry doors, 1 street facing & 1 non street facing. (e) wood with glass to (n) steel clad.  no change is size or location. max u-factor 0.30 or better.","Y","0","Lagunitas","7","Dr","001","2023-08-25T10:22:33.000","","0","7221","in-house","parcel_centroid","2023-09-01T23:55:00.000","West of Twin Peaks","R-3","otc alterations permit","2023-08-31T12:20:28.000","8","2023-08-25T10:22:32.000","94132","1676865224495","N","13209","1","1 family dwelling","{""coordinates"":[-122.473501905,37.734432142],""type"":""Point""}","filed"
"1 family dwelling","2023-08-31T15:25:52.000","202308255253","R-3","2023-09-02T04:14:29.000","replace 6 windows, 5 street facing, and 1 non street facing at rear of house. (e) wood to (n) wood clad. double hung trims to remain.  no change is size or location. max u-factor 0.30 or better.","Y","22130","Miramar","11","Av","043","2023-08-25T10:22:31.000","2023-08-31T15:25:52.000","0","6941","in-house","parcel_centroid","2023-09-01T23:55:00.000","Oceanview/Merced/Ingleside","R-3","otc alterations permit","2023-08-31T15:17:34.000","8","2023-08-25T10:22:31.000","94112","1676859214761","N","22130","242","1 family dwelling","{""coordinates"":[-122.457869475,37.722850273],""type"":""Point""}","issued"
"1 family dwelling","2023-08-25T10:30:43.000","202308255250","R-3","2023-09-02T04:14:29.000","re-roofing: remove and replace roofing material / existing roofing material (in-kind)","Y","19800","Santiago","4","St","007C","2023-08-25T10:19:08.000","2023-08-25T10:30:43.000","0","2310","website","parcel_centroid","2023-09-01T23:55:00.000","Sunset/Parkside","R-3","otc alterations permit","2023-08-25T10:19:08.000","8","2023-08-25T10:19:08.000","94116","1676856130516","N","19800","2800","1 family dwelling","{""coordinates"":[-122.497501254,37.744107017],""type"":""Point""}","issued"
"2 family dwelling","2023-08-25T09:34:55.000","202308255246","R-3","2023-09-02T04:14:29.000","re-roofing: remove and replace roofing material / existing roofing material (in-kind)","Y","18360","Mississippi","10","St","004","2023-08-25T09:30:52.000","2023-08-25T09:34:55.000","0","4102","website","parcel_centroid","2023-09-01T23:55:00.000","Potrero Hill","R-3","otc alterations permit","2023-08-25T09:30:53.000","8","2023-08-25T09:30:52.000","94107","1676852170710","N","18360","516","2 family dwelling","{""coordinates"":[-122.394631055,37.759793641],""type"":""Point""}","issued"
"office","2023-08-25T08:45:22.000","202308255242","B,R-2","2023-09-02T04:14:29.000","install baterry operated power actuator per da .04/da-05 relocate hardware fore operating height compliance. replace door handle with level abe 20200226229","Y","4500","24th","9","St","017","2023-08-25T08:45:22.000","","2","3643","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission","B,R-2","otc alterations permit","2023-08-25T10:03:52.000","8","2023-08-25T08:45:21.000","94110","1676847163751","N","4500","3378","office","{""coordinates"":[-122.4201786,37.752327742],""type"":""Point""}","filed"
"1 family dwelling","2023-08-25T12:26:00.000","202308255312","R-3","2023-09-02T04:14:29.000","re-support garage studs, plywood sheathing for garage ceiling. remove & replace termite damage deck board w/ same material t1-11 siding 1 sheet, cut 1 foot of damage on fascia. replace window trim. replace damge door jam","Y","0","Gambier","11","St","006","2023-08-25T12:26:00.000","","0","5905","in-house","parcel_centroid","2023-09-01T23:55:00.000","Excelsior","R-3","otc alterations permit","2023-08-25T12:27:47.000","8","2023-08-25T00:00:00.000","94134","1676917190956","N","25000","46","1 family dwelling","{""coordinates"":[-122.422700548,37.728225959],""type"":""Point""}","filed"
"clinics-medic/dental","2023-08-30T10:33:50.000","202308255234","B","2023-09-02T04:14:29.000","4/f ste 444: tenant imrpovement of existing dental office, build new partitions, interior finish work, paint, & flr coverings, cabinetry, new plumb, new water and waste lines, vacuum and air lines, new electrical, lighting & power, new gyp board, & act ceiling. existing hvac system to remain.","Y","169100","Buckingham","4","Wy","036","2023-08-25T08:20:03.000","2023-08-30T10:33:50.000","2","7295","in-house","parcel_centroid","2023-09-01T23:55:00.000","Lakeshore","B","otc alterations permit","2023-08-30T10:09:58.000","8","2023-08-25T00:00:00.000","94132","1676839509794","N","120000","595","clinics-medic/dental","{""coordinates"":[-122.476866251,37.730408164],""type"":""Point""}","issued"
"apartments","2023-08-25T13:24:41.000","202308255306","R-2","2023-09-02T04:14:29.000","upgrade (e) fire alarm system to comply with sffc section 1103.7.6.1.","Y","41400","Mission","9","St","003","2023-08-25T11:52:48.000","2023-08-25T13:24:41.000","2","6569","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission","R-2","otc alterations permit","2023-08-25T13:21:28.000","8","2023-08-25T00:00:00.000","94110","1676911252099","N","41400","3018","apartments","{""coordinates"":[-122.418464449,37.748701786],""type"":""Point""}","issued"
"apartments","2023-08-29T13:09:04.000","202308255328","R-2,M","2023-09-02T04:14:29.000","unit 1606: rehabilitate existing kitchen and (2) existing bathrooms. no removal of structural walls.","Y","60000","Jackson","3","St","022","2023-08-25T13:23:10.000","2023-08-29T13:09:04.000","2","0199","in-house","parcel_centroid","2023-09-01T23:55:00.000","Financial District/South Beach","R-2,M","otc alterations permit","2023-08-29T13:08:56.000","8","2023-08-25T00:00:00.000","94111","16769341091","N","44000","155","apartments","{""coordinates"":[-122.398825815,37.796562522],""type"":""Point""}","issued"
"office","2023-09-01T09:57:52.000","202308255231","B","2023-09-02T04:14:29.000","rev to pa# 202306220575 & 202206146297 (ti), removed relay for door release, no door release provided.","Y","1","Pacific","3","Av","012","2023-08-25T08:07:37.000","2023-08-25T09:01:55.000","2","0574","in-house","parcel_centroid","2023-09-01T23:55:00.000","Russian Hill","B","otc alterations permit","2023-08-25T08:58:19.000","8","2023-08-25T00:00:00.000","94109","167683674936","N","1","1650","office","{""coordinates"":[-122.422569097,37.795156798],""type"":""Point""}","complete"
"2 family dwelling","2023-08-30T11:01:59.000","202308255292","R-3","2023-09-02T04:14:29.000","administrative process to document number of unit count for (e) building resulting from records review and site verification for 3r report dispute. no proposed work under this permit.","Y","1","Prosper","8","St","048","2023-08-25T11:09:33.000","2023-08-25T11:15:03.000","0","3564","in-house","parcel_centroid","2023-09-01T23:55:00.000","Castro/Upper Market","R-3","otc alterations permit","2023-08-25T11:11:01.000","8","2023-08-25T00:00:00.000","94114","1676895158846","N","1","76","2 family dwelling","{""coordinates"":[-122.431755723,37.763108303],""type"":""Point""}","complete"
"1 family dwelling","2023-08-25T11:46:16.000","202308255284","R-3","2023-09-02T04:14:29.000","patch work and repair roof as need less than 25%","Y","10000","30th","1","Av","030","2023-08-25T10:57:53.000","2023-08-25T11:46:16.000","0","1389","in-house","parcel_centroid","2023-09-01T23:55:00.000","Seacliff","R-3","otc alterations permit","2023-08-25T11:44:09.000","8","2023-08-25T00:00:00.000","94121","167688898054","N","10000","220","1 family dwelling","{""coordinates"":[-122.490113886,37.784763178],""type"":""Point""}","issued"
"apartments","2023-08-25T12:41:12.000","202308255305","R-2","2023-09-02T04:14:29.000","re-roofing","Y","98000","Castro","8","St","044","2023-08-25T11:47:48.000","2023-08-25T12:41:12.000","0","2831","in-house","parcel_centroid","2023-09-01T23:55:00.000","Noe Valley","R-2","otc alterations permit","2023-08-25T12:34:39.000","8","2023-08-25T00:00:00.000","94114","1676910505148","N","110000","1200","apartments","{""coordinates"":[-122.434328253,37.75190034],""type"":""Point""}","issued"
"apartments","2023-08-30T13:30:25.000","202308255293","R-2","2023-09-02T04:14:29.000","like to like shower replacement to include removing (e) shower pan, shower surrounds, and shower valve and shower door, as well as sheetrock in the same same location. work limited to shower room location only, no electrical and lighting work.","Y","16293","La Playa","1","","131","2023-08-25T11:13:07.000","2023-08-30T13:30:25.000","0","1692","in-house","parcel_centroid","2023-09-01T23:55:00.000","Outer Richmond","R-2","otc alterations permit","2023-08-30T13:12:57.000","8","2023-08-25T00:00:00.000","94121","1676898479766","N","16293","825","apartments","{""coordinates"":[-122.510419795,37.772707459],""type"":""Point""}","issued"
"1 family dwelling","2023-08-25T10:48:32.000","202308255280","R-3","2023-09-02T04:14:29.000","remodel existing kitchen and bathrooms.","Y","122500","Funston","7","Av","007","2023-08-25T10:48:32.000","","2","1859A","in-house","parcel_centroid","2023-09-01T23:55:00.000","Inner Sunset","R-3","otc alterations permit","2023-08-25T11:18:38.000","8","2023-08-25T00:00:00.000","94122","1676882117527","N","25000","1527","1 family dwelling","{""coordinates"":[-122.470623471,37.759546853],""type"":""Point""}","filed"
"retail sales","2023-08-25T10:31:37.000","202308255266","M,B,R-2","2023-09-02T04:14:29.000","remove(1)(e)antenna.remove(4)(e)) rrus(2) rrus11 b13(2) rrus112 b4. install (3)(n) antennas. install (3)(n)rrus (1)4449(2)8843. install (4)(n) diplexer. install (2)(n) antenna mounts.relocate (1)(e) 6x12 hyrbid cable.install (2)(n) 6x12 hyrbid cablles. sow at equipment. remove (1) (e) legacy 48v pp.","Y","","Fulton","5","St","001","2023-08-25T10:31:37.000","","2","1187","in-house","parcel_centroid","2023-09-01T23:55:00.000","Lone Mountain/USF","M,B,R-2","additions alterations or repairs","2023-09-01T07:55:54.000","3","2023-08-25T00:00:00.000","94117","1676870421691","N","40000","1801","retail sales","{""coordinates"":[-122.44678043,37.775597982],""type"":""Point""}","filed"
"1 family dwelling","2023-08-29T13:00:35.000","202308255346","R-3","2023-09-02T04:14:29.000","for admistration purpose to verify buiding use as single family dwelling unit building per city records (dbi) records, assessor's card, water dept, and building site visit. no work under this permit","Y","1","Ellsworth","9","St","006","2023-08-25T15:20:06.000","2023-08-25T15:36:47.000","0","5662","in-house","parcel_centroid","2023-09-01T23:55:00.000","Bernal Heights","R-3","otc alterations permit","2023-08-25T15:30:16.000","8","2023-08-25T00:00:00.000","94110","1676953186171","N","1","216","1 family dwelling","{""coordinates"":[-122.414772583,37.739901113],""type"":""Point""}","complete"
"1 family dwelling","2023-08-25T14:24:00.000","202308255336","R-3","2023-09-02T04:14:29.000","new wood deck attached to the rear of the existing 2-story bldg 19'-0""x 14-0"" 266sqft 9'-3"" high with 3'-0"" side yard setback.","Y","0","41st","4","Av","030","2023-08-25T14:24:00.000","","2","2385","in-house","parcel_centroid","2023-09-01T23:55:00.000","Sunset/Parkside","R-3","otc alterations permit","2023-09-01T14:05:36.000","8","2023-08-25T00:00:00.000","94116","1676942133755","N","15000","2458","1 family dwelling","{""coordinates"":[-122.498856778,37.740918911],""type"":""Point""}","filed"
"2 family dwelling","2023-08-25T13:12:13.000","202308255308","R-3","2023-09-02T04:14:29.000","scope of work limited to replace old counter top with new granite counter top at existing kitchen.","Y","4000","Tehama","6","St","101","2023-08-25T12:09:25.000","2023-08-25T13:12:13.000","0","3732","in-house","parcel_centroid","2023-09-01T23:55:00.000","South of Market","R-3","otc alterations permit","2023-08-25T13:05:42.000","8","2023-08-25T00:00:00.000","94103","1676913165472","N","2300","420","2 family dwelling","{""coordinates"":[-122.405168145,37.780693048],""type"":""Point""}","issued"
"office","2023-08-25T11:21:12.000","202308255298","B","2023-09-02T04:14:29.000","floors 25,26,27: install and program all devices to create complete access control system.","Y","0","Embarcadero Center","3","","028","2023-08-25T11:21:12.000","","2","0230","in-house","parcel_centroid","2023-09-01T23:55:00.000","Financial District/South Beach","B","otc alterations permit","2023-08-25T12:42:54.000","8","2023-08-25T00:00:00.000","","167690463347","N","163500","1","office","{""coordinates"":[-122.399644299,37.794643849],""type"":""Point""}","filed"
"office","2023-08-25T10:59:47.000","202308255285","B","2023-09-02T04:14:29.000","(basement) remove (1) smoke detector. remove (3) monitor module.","Y","0","Bush","3","St","011","2023-08-25T10:59:47.000","","2","0290","in-house","parcel_centroid","2023-09-01T23:55:00.000","Financial District/South Beach","B","otc alterations permit","2023-08-25T11:31:02.000","8","2023-08-25T00:00:00.000","94104","1676891299062","N","2664","1","office","{""coordinates"":[-122.400100424,37.79092152],""type"":""Point""}","filed"
"apartments","2023-08-25T12:44:35.000","202308255295","R-2","2023-09-02T04:14:29.000","upgrade (e) fire alarm system to comply with sffc section 1103.7.6.1.","Y","23400","Taylor","3","St","014","2023-08-25T11:16:27.000","2023-08-25T12:44:35.000","2","0274","in-house","parcel_centroid","2023-09-01T23:55:00.000","Nob Hill","R-2","otc alterations permit","2023-08-25T12:41:19.000","8","2023-08-25T00:00:00.000","94108","167690066316","N","23400","828","apartments","{""coordinates"":[-122.411909589,37.790239202],""type"":""Point""}","issued"
"2 family dwelling","2023-08-25T13:28:18.000","202308255320","R-3","2023-09-02T04:14:29.000","master bathroom remodel also replacing main floor in house to tile. no sturctural work.","Y","35000","Pond","8","St","139","2023-08-25T12:55:44.000","2023-08-25T13:28:18.000","0","3564","in-house","parcel_centroid","2023-09-01T23:55:00.000","Castro/Upper Market","R-3","otc alterations permit","2023-08-25T13:25:21.000","8","2023-08-25T00:00:00.000","94114","1676925474037","N","35000","33","2 family dwelling","{""coordinates"":[-122.43205052,37.763710071],""type"":""Point""}","issued"
"1 family dwelling","2023-08-28T09:58:46.000","202308255318","R-3","2023-09-02T04:14:29.000","kitchen remodel. no facade changes.","Y","35000","Pierce","8","St","002","2023-08-25T12:54:35.000","2023-08-28T09:58:46.000","0","0864","in-house","parcel_centroid","2023-09-01T23:55:00.000","Haight Ashbury","R-3","otc alterations permit","2023-08-28T09:52:21.000","8","2023-08-25T00:00:00.000","94117","167692383462","N","10000","79","1 family dwelling","{""coordinates"":[-122.433754809,37.770361983],""type"":""Point""}","issued"
"1 family dwelling","2023-08-28T16:05:36.000","202308255352","R-3","2023-09-02T04:14:29.000","repair stucco facade and water proof around windows in front.","Y","4000","24th","1","Av","026F","2023-08-25T15:46:19.000","2023-08-28T16:05:36.000","0","1566","in-house","parcel_centroid","2023-09-01T23:55:00.000","Outer Richmond","R-3","otc alterations permit","2023-08-28T15:54:44.000","8","2023-08-25T00:00:00.000","94121","1676959104749","N","4000","650","1 family dwelling","{""coordinates"":[-122.483127149,37.777260106],""type"":""Point""}","issued"
"2 family dwelling","2023-08-28T10:18:17.000","202308255325","R-3","2023-09-02T04:14:29.000","replace 6 full frame windows back of housse /not street visible. same size & same location.","Y","26000","Caselli","8","Av","053","2023-08-25T13:11:11.000","2023-08-28T10:18:17.000","0","2700","in-house","parcel_centroid","2023-09-01T23:55:00.000","Castro/Upper Market","R-3","otc alterations permit","2023-08-28T10:14:30.000","8","2023-08-25T00:00:00.000","94114","1676930142239","N","26000","71","2 family dwelling","{""coordinates"":[-122.440552381,37.759525925],""type"":""Point""}","issued"
"office","2023-08-25T13:06:24.000","202308255323","B,A-2,A-3","2023-09-02T04:14:29.000","interior no structural demo 3rd fl approx 1931 sf and 4th ox 8504 sf inc removal of partitions, doors, finishes. no chang in use or occupant load. all egress and fire life safety (ie fire alarm, sprinklers, strobes system to be maintained during and after demo work","Y","0","Fremont","6","St","012","2023-08-25T13:06:24.000","","2","3738","in-house","parcel_centroid","2023-09-01T23:55:00.000","Financial District/South Beach","B,A-2,A-3","otc alterations permit","2023-08-29T14:52:32.000","8","2023-08-25T00:00:00.000","94105","1676928165668","N","94000","215","office","{""coordinates"":[-122.394299027,37.789138713],""type"":""Point""}","filed"
"1 family dwelling","2023-08-25T13:37:21.000","202308255331","R-3","2023-09-02T04:14:29.000","revision to permit 201812128116 to include retaining wall at rear yard per inspectors request to address complaint#:  202307010","Y","20000","23rd","8","St","011","2023-08-25T13:37:21.000","","2","2801","in-house","parcel_centroid","2023-09-01T23:55:00.000","Noe Valley","R-3","otc alterations permit","2023-08-25T15:26:31.000","8","2023-08-25T00:00:00.000","94114","1676937144519","N","20000","4428","1 family dwelling","{""coordinates"":[-122.441454498,37.752701996],""type"":""Point""}","filed"
"2 family dwelling","2023-08-30T11:01:59.000","202308255292","R-3","2023-09-02T04:14:29.000","administrative process to document number of unit count for (e) building resulting from records review and site verification for 3r report dispute. no proposed work under this permit.","","1","Prosper","8","St","048","2023-08-25T11:09:33.000","2023-08-25T11:15:03.000","0","3564","in-house","parcel_centroid","2023-09-01T23:55:00.000","Castro/Upper Market","R-3","otc alterations permit","2023-08-25T11:11:01.000","8","2023-08-25T00:00:00.000","94114","1676896430328","N","1","78","2 family dwelling","{""coordinates"":[-122.431755723,37.763108303],""type"":""Point""}","complete"
"retail sales","2023-08-25T14:33:29.000","202308255337","M,B","2023-09-02T04:14:29.000","major alteration of an (e) 3 story bldg and basement w/ retail occ. scope incl addition of 3 fl w/ office occ, new elevators & egress stairs, & replacement of ext bldg envelop. sitework incl street trees on stockton, utilies connections at grade and stormwater management planters at roof.","Y","","Stockton","3","St","002","2023-08-25T14:33:29.000","","1","0328","in-house","parcel_centroid","2023-09-01T23:55:00.000","Financial District/South Beach","M","additions alterations or repairs","2023-08-25T15:00:36.000","3","2023-08-25T00:00:00.000","94108","1676949348481","N","60000000","2","retail sales","{""coordinates"":[-122.405986144,37.786099978],""type"":""Point""}","filed"
"2 family dwelling","2023-08-30T14:45:41.000","202308255294","R-3","2023-09-02T04:14:29.000","revision to 202208050014. window at rear wall not installed. instead was moved to left wall as noted","Y","1","Waller","5","St","011","2023-08-25T11:16:02.000","2023-08-30T14:45:41.000","2","0858","in-house","parcel_centroid","2023-09-01T23:55:00.000","Hayes Valley","R-3","otc alterations permit","2023-08-30T14:41:14.000","8","2023-08-25T00:00:00.000","94102","167689983248","N","1","262","2 family dwelling","{""coordinates"":[-122.428016353,37.771666423],""type"":""Point""}","issued"
"office","2023-08-25T09:46:07.000","202308255238","B","2023-09-02T04:14:29.000","1/f & 27/f: adding 2 pull stations to existing notifier nf52-3030 fire alarm system","","2380","Clay","3","St","021","2023-08-25T08:38:16.000","2023-08-25T09:46:07.000","2","0204","in-house","parcel_centroid","2023-09-01T23:55:00.000","Financial District/South Beach","B","otc alterations permit","2023-08-25T09:44:50.000","8","2023-08-25T00:00:00.000","94111","167697062274","N","2380","300","office","{""coordinates"":[-122.399226775,37.795606965],""type"":""Point""}","issued"
"1 family dwelling","2023-08-25T09:54:29.000","202308255233","R-3","2023-09-02T04:14:29.000","revision per inspector request to app# 202303093399: relocating bathroom to closet and existing closet with plans.","Y","1","Castenada","7","Av","017","2023-08-25T08:12:38.000","2023-08-25T09:54:29.000","2","2881","in-house","parcel_centroid","2023-09-01T23:55:00.000","West of Twin Peaks","R-3","otc alterations permit","2023-08-25T09:52:30.000","8","2023-08-25T00:00:00.000","94116","1676838146406","N","1","385","1 family dwelling","{""coordinates"":[-122.465497293,37.745791204],""type"":""Point""}","issued"
